ID team,ID opponent,%T,%O
496,109,75.04385080597322,24.95614919402678
63,409,24.549922936930983,75.45007706306902
335,410,65.22038008459852,34.779619915401476
410,12,64.168729629677,35.83127037032299
111,208,57.92259233185396,42.077407668146044
109,443,29.013929970507007,70.98607002949299
208,191,11.626906651308916,88.37309334869107
109,12,44.915293195207965,55.08470680479203
409,111,79.82640037330737,20.173599626692628
335,443,62.68914835706829,37.3108516429317
496,335,42.30245850648349,57.6975414935165
208,496,37.887199427543415,62.11280057245659
191,506,70.22046320768438,29.779536792315618
379,191,15.223212786930555,84.77678721306945
109,63,23.46572745569494,76.53427254430505
335,109,80.30172889103265,19.69827110896735
379,410,53.672792270730476,46.327207729269524
496,409,23.077113143505077,76.92288685649493
191,379,84.77678721306945,15.223212786930555
335,191,22.322517693701975,77.67748230629802
63,191,18.699641086890814,81.30035891310918
208,63,35.97047536536703,64.02952463463296
12,191,8.177702320561593,91.8222976794384
12,335,23.05011161242587,76.94988838757413
111,12,67.39412811782385,32.60587188217615
335,12,76.94988838757413,23.05011161242587
208,335,30.940146981267493,69.05985301873251
379,111,50.07288195332082,49.92711804667918
191,496,82.49275659430256,17.507243405697434
111,440,55.08722622429541,44.91277377570459
409,506,62.384104963320596,37.61589503667941
506,379,70.56991639439335,29.43008360560666
63,379,56.33695548724999,43.66304451275001
496,208,62.11280057245659,37.887199427543415
191,440,87.18223838524074,12.81776161475926
12,208,39.94252987548145,60.05747012451855
208,440,47.11529631161719,52.88470368838281
379,443,50.9203046600471,49.07969533995289
191,410,86.5226245838409,13.477375416159095
506,496,66.904100597492,33.095899402508
496,12,71.08680367532297,28.91319632467704
191,111,84.81316389994548,15.186836100054524
443,506,28.679670165977328,71.32032983402267
335,506,40.25736059984492,59.742639400155085
208,409,15.623520255748474,84.37647974425153
379,63,43.66304451275001,56.33695548724999
111,496,45.63215705384198,54.36784294615801
440,506,25.369028125518977,74.63097187448102
191,443,85.23076320316193,14.769236796838076
506,440,74.63097187448102,25.369028125518977
443,496,44.792893407078424,55.207106592921576
111,409,20.173599626692628,79.82640037330737
12,496,28.91319632467704,71.08680367532297
63,496,52.06527850928764,47.934721490712356
335,111,61.89587152141007,38.104128478589935
208,506,23.27962399009991,76.72037600990008
191,63,81.30035891310918,18.699641086890814
440,379,44.840703931669886,55.15929606833011
191,335,77.67748230629802,22.322517693701975
379,109,71.7297832385201,28.270216761479894
208,109,64.82135248019537,35.178647519804635
506,410,73.4963716726374,26.50362832736261
440,496,40.63322048739047,59.36677951260953
443,379,49.07969533995289,50.9203046600471
409,496,76.92288685649493,23.077113143505077
109,496,24.95614919402678,75.04385080597322
379,335,38.1726671521247,61.8273328478753
440,410,48.50143950292921,51.49856049707079
111,191,15.186836100054524,84.81316389994548
506,191,29.779536792315618,70.22046320768438
109,440,32.60809395759857,67.39190604240143
191,109,93.16545248958688,6.834547510413117
440,191,12.81776161475926,87.18223838524074
379,409,20.219498408788112,79.78050159121189
409,12,88.89343036308061,11.106569636919398
440,111,44.91277377570459,55.08722622429541
506,111,70.6297757628852,29.37022423711479
335,63,55.670517909016745,44.329482090983255
12,409,11.106569636919398,88.89343036308061
191,409,58.76230884654452,41.23769115345547
63,410,59.91190666861497,40.08809333138503
63,335,44.329482090983255,55.670517909016745
440,443,45.75244581624037,54.247554183759625
443,63,42.7606564416766,57.2393435583234
379,208,57.99351623829699,42.006483761703
443,410,52.75644431608075,47.24355568391925
109,506,14.321295931795133,85.67870406820487
506,443,71.32032983402267,28.679670165977328
440,63,38.660909505704765,61.339090494295235
443,109,70.98607002949299,29.013929970507007
63,111,56.4085812376658,43.591418762334214
12,443,33.349682357019425,66.65031764298058
443,111,49.1525531492633,50.8474468507367
440,109,67.39190604240143,32.60809395759857
379,12,67.45766759672223,32.542332403277776
443,335,37.3108516429317,62.68914835706829
208,111,42.077407668146044,57.92259233185396
506,63,65.0609926321477,34.93900736785229
109,208,35.178647519804635,64.82135248019537
440,335,33.44066354053113,66.55933645946887
335,409,28.94472050111043,71.05527949888956
443,409,19.645821018694647,80.35417898130535
496,506,33.095899402508,66.904100597492
440,409,17.15839160398397,82.84160839601604
109,409,9.319561161571052,90.68043883842896
409,63,75.45007706306902,24.549922936930983
506,109,85.67870406820487,14.321295931795133
440,208,52.88470368838281,47.11529631161719
191,208,88.37309334869107,11.626906651308916
443,12,66.65031764298058,33.349682357019425
496,379,54.29554161463801,45.70445838536198
409,208,84.37647974425153,15.623520255748474
440,12,62.78504899907389,37.2149510009261
12,440,37.2149510009261,62.78504899907389
506,335,59.742639400155085,40.25736059984492
443,208,57.09535743760694,42.90464256239306
410,506,26.50362832736261,73.4963716726374
111,63,43.591418762334214,56.4085812376658
443,440,54.247554183759625,45.75244581624037
409,379,79.78050159121189,20.219498408788112
496,440,59.36677951260953,40.63322048739047
409,443,80.35417898130535,19.645821018694647
111,410,53.600319572590685,46.39968042740932
12,410,35.83127037032299,64.168729629677
506,409,37.61589503667941,62.384104963320596
410,379,46.327207729269524,53.672792270730476
109,335,19.69827110896735,80.30172889103265
109,410,31.315007255362392,68.6849927446376
63,440,61.339090494295235,38.660909505704765
410,496,42.08465961287448,57.915340387125525
496,410,57.915340387125525,42.08465961287448
111,335,38.104128478589935,61.89587152141007
208,12,60.05747012451855,39.94252987548145
111,379,49.92711804667918,50.07288195332082
12,111,32.60587188217615,67.39412811782385
506,208,76.72037600990008,23.27962399009991
410,440,51.49856049707079,48.50143950292921
335,208,69.05985301873251,30.940146981267493
208,443,42.90464256239306,57.09535743760694
496,191,17.507243405697434,82.49275659430256
410,191,13.477375416159095,86.5226245838409
335,379,61.8273328478753,38.1726671521247
506,12,83.07765465933022,16.922345340669782
409,410,81.99696267964342,18.003037320356587
409,109,90.68043883842896,9.319561161571052
410,111,46.39968042740932,53.600319572590685
409,440,82.84160839601604,17.15839160398397
335,440,66.55933645946887,33.44066354053113
111,109,71.67133842206826,28.32866157793173
12,379,32.542332403277776,67.45766759672223
496,111,54.36784294615801,45.63215705384198
410,443,47.24355568391925,52.75644431608075
12,109,55.08470680479203,44.915293195207965
379,506,29.43008360560666,70.56991639439335
111,443,50.8474468507367,49.1525531492633
109,379,28.270216761479894,71.7297832385201
409,191,41.23769115345547,58.76230884654452
12,63,27.26431421623563,72.73568578376437
410,63,40.08809333138503,59.91190666861497
496,443,55.207106592921576,44.792893407078424
63,506,34.93900736785229,65.0609926321477
63,109,76.53427254430505,23.46572745569494
63,208,64.02952463463296,35.97047536536703
379,496,45.70445838536198,54.29554161463801
410,109,68.6849927446376,31.315007255362392
109,191,6.834547510413117,93.16545248958688
111,506,29.37022423711479,70.6297757628852
409,335,71.05527949888956,28.94472050111043
208,379,42.006483761703,57.99351623829699
410,335,34.779619915401476,65.22038008459852
208,410,45.62476736153739,54.37523263846262
496,63,47.934721490712356,52.06527850928764
443,191,14.769236796838076,85.23076320316193
379,440,55.15929606833011,44.840703931669886
109,111,28.32866157793173,71.67133842206826
410,409,18.003037320356587,81.99696267964342
63,443,57.2393435583234,42.7606564416766
12,506,16.922345340669782,83.07765465933022
335,496,57.6975414935165,42.30245850648349
191,12,91.8222976794384,8.177702320561593
410,208,54.37523263846262,45.62476736153739
63,12,72.73568578376437,27.26431421623563
